StartOrder;WS01;OR03326;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR00119;P00012;
StartOrder;WS01;OR06352;
PickOrder;WS01;OR06352;P00012;
PickOrder;WS01;OR06352;P00012;
PickOrder;WS01;OR06352;P00012;
StartOrder;WS01;OR05734;
PickOrder;WS01;OR05734;P00012;
PickOrder;WS01;OR05734;P00012;
StartOrder;WS01;OR06788;
PickOrder;WS01;OR06788;P00417;
RemoveProduct;WS01;P00012;
AssignProduct;WS01;P00089;
PickOrder;WS01;OR06788;P00089;
PickOrder;WS01;OR06788;P00089;
PickOrder;WS01;OR06788;P00089;
StartOrder;WS01;OR01778;
RemoveProduct;WS01;P00089;
AssignProduct;WS01;P00272;
PickOrder;WS01;OR01778;P00272;
StartOrder;WS01;OR04538;
PickOrder;WS01;OR04538;P00272;
PickOrder;WS01;OR04538;P00272;
StartOrder;WS01;OR03048;
PickOrder;WS01;OR03048;P00272;
PickOrder;WS01;OR03048;P00272;
RemoveProduct;WS01;P00272;
AssignProduct;WS01;P00112;
PickOrder;WS01;OR03048;P00112;
PickOrder;WS01;OR03048;P00112;
StartOrder;WS01;OR01583;
PickOrder;WS01;OR01583;P00112;
RemoveProduct;WS01;P00417;
AssignProduct;WS01;P00138;
PickOrder;WS01;OR01583;P00138;
StartOrder;WS01;OR02360;
PickOrder;WS01;OR02360;P00112;
PickOrder;WS01;OR02360;P00112;
PickOrder;WS01;OR02360;P00112;
RemoveProduct;WS01;P00112;
AssignProduct;WS01;P00363;
PickOrder;WS01;OR02360;P00363;
PickOrder;WS01;OR02360;P00363;
PickOrder;WS01;OR02360;P00363;
StartOrder;WS01;OR05743;
PickOrder;WS01;OR05743;P00138;
RemoveProduct;WS01;P00138;
AssignProduct;WS01;P00144;
PickOrder;WS01;OR05743;P00144;
PickOrder;WS01;OR05743;P00144;
StartOrder;WS01;OR08746;
PickOrder;WS01;OR08746;P00144;
PickOrder;WS01;OR08746;P00144;
RemoveProduct;WS01;P00144;
AssignProduct;WS01;P00455;
PickOrder;WS01;OR08746;P00455;
PickOrder;WS01;OR08746;P00455;
StartOrder;WS01;OR07574;
PickOrder;WS01;OR07574;P00455;
PickOrder;WS01;OR07574;P00487;
PickOrder;WS01;OR07574;P00455;
PickOrder;WS01;OR07574;P00455;
RemoveProduct;WS01;P00487;
AssignProduct;WS01;P00125;
PickOrder;WS01;OR07574;P00125;
StartOrder;WS01;OR07007;
PickOrder;WS01;OR07007;P00455;
PickOrder;WS01;OR07007;P00455;
PickOrder;WS01;OR07007;P00363;
PickOrder;WS01;OR07007;P00363;
PickOrder;WS01;OR07007;P00455;
RemoveProduct;WS01;P00363;
AssignProduct;WS01;P00348;
PickOrder;WS01;OR07007;P00348;
PickOrder;WS01;OR07007;P00348;
StartOrder;WS01;OR02574;
PickOrder;WS01;OR02574;P00125;
PickOrder;WS01;OR02574;P00125;
RemoveProduct;WS01;P00125;
AssignProduct;WS01;P00350;
PickOrder;WS01;OR02574;P00350;
PickOrder;WS01;OR02574;P00350;
StartOrder;WS01;OR00334;
PickOrder;WS01;OR00334;P00350;
PickOrder;WS01;OR00334;P00350;
PickOrder;WS01;OR00334;P00455;
PickOrder;WS01;OR00334;P00350;
RemoveProduct;WS01;P00348;
AssignProduct;WS01;P00321;
PickOrder;WS01;OR00334;P00321;
PickOrder;WS01;OR00334;P00321;
StartOrder;WS01;OR06929;
PickOrder;WS01;OR06929;P00321;
RemoveProduct;WS01;P00350;
AssignProduct;WS01;P00143;
PickOrder;WS01;OR06929;P00143;
StartOrder;WS01;OR06868;
PickOrder;WS01;OR06868;P00455;
PickOrder;WS01;OR06868;P00143;
RemoveProduct;WS01;P00143;
AssignProduct;WS01;P00112;
PickOrder;WS01;OR06868;P00112;
PickOrder;WS01;OR06868;P00112;
PickOrder;WS01;OR06868;P00112;
StartOrder;WS01;OR08038;
PickOrder;WS01;OR08038;P00455;
PickOrder;WS01;OR08038;P00112;
PickOrder;WS01;OR08038;P00112;
StartOrder;WS01;OR07596;
PickOrder;WS01;OR07596;P00321;
PickOrder;WS01;OR07596;P00455;
PickOrder;WS01;OR07596;P00321;
RemoveProduct;WS01;P00112;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR07596;P00206;
PickOrder;WS01;OR07596;P00206;
StartOrder;WS01;OR04565;
PickOrder;WS01;OR04565;P00206;
PickOrder;WS01;OR04565;P00321;
PickOrder;WS01;OR04565;P00206;
PickOrder;WS01;OR04565;P00321;
PickOrder;WS01;OR04565;P00206;
StartOrder;WS01;OR09240;
PickOrder;WS01;OR09240;P00206;
PickOrder;WS01;OR09240;P00321;
PickOrder;WS01;OR09240;P00206;
StartOrder;WS01;OR04452;
PickOrder;WS01;OR04452;P00455;
PickOrder;WS01;OR04452;P00206;
PickOrder;WS01;OR04452;P00206;
PickOrder;WS01;OR04452;P00206;
RemoveProduct;WS01;P00321;
AssignProduct;WS01;P00439;
PickOrder;WS01;OR04452;P00439;
PickOrder;WS01;OR04452;P00439;
PickOrder;WS01;OR05022;P00439;
StartOrder;WS01;OR03482;
PickOrder;WS01;OR03482;P00206;
PickOrder;WS01;OR03482;P00439;
PickOrder;WS01;OR03482;P00439;
PickOrder;WS01;OR03482;P00206;
StartOrder;WS01;OR07186;
PickOrder;WS01;OR07186;P00206;
PickOrder;WS01;OR07186;P00455;
PickOrder;WS01;OR07186;P00455;
PickOrder;WS01;OR07186;P00206;
StartOrder;WS01;OR08091;
PickOrder;WS01;OR08091;P00455;
PickOrder;WS01;OR08091;P00206;
PickOrder;WS01;OR08091;P00206;
PickOrder;WS01;OR08091;P00455;
RemoveProduct;WS01;P00439;
AssignProduct;WS01;P00479;
PickOrder;WS01;OR07186;P00479;
StartOrder;WS01;OR03007;
PickOrder;WS01;OR03007;P00455;
PickOrder;WS01;OR03007;P00206;
PickOrder;WS01;OR03007;P00206;
PickOrder;WS01;OR03007;P00206;
RemoveProduct;WS01;P00479;
AssignProduct;WS01;P00174;
PickOrder;WS01;OR03007;P00174;
StartOrder;WS01;OR07179;
PickOrder;WS01;OR07179;P00455;
PickOrder;WS01;OR07179;P00455;
PickOrder;WS01;OR07179;P00455;
PickOrder;WS01;OR07179;P00174;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00187;
PickOrder;WS01;OR07179;P00187;
PickOrder;WS01;OR07179;P00187;
StartOrder;WS01;OR07500;
PickOrder;WS01;OR07500;P00187;
PickOrder;WS01;OR07500;P00455;
PickOrder;WS01;OR07500;P00187;
PickOrder;WS01;OR07500;P00455;
StartOrder;WS01;OR04987;
PickOrder;WS01;OR04987;P00187;
PickOrder;WS01;OR04987;P00455;
PickOrder;WS01;OR04987;P00455;
PickOrder;WS01;OR04987;P00187;
StartOrder;WS01;OR01577;
PickOrder;WS01;OR01577;P00455;
PickOrder;WS01;OR01577;P00187;
PickOrder;WS01;OR01577;P00187;
PickOrder;WS01;OR01577;P00455;
PickOrder;WS01;OR01577;P00187;
StartOrder;WS01;OR09508;
PickOrder;WS01;OR09508;P00187;
PickOrder;WS01;OR09508;P00455;
PickOrder;WS01;OR09508;P00187;
StartOrder;WS01;OR06370;
PickOrder;WS01;OR06370;P00455;
PickOrder;WS01;OR06370;P00174;
PickOrder;WS01;OR06370;P00455;
RemoveProduct;WS01;P00174;
AssignProduct;WS01;P00092;
PickOrder;WS01;OR06370;P00092;
PickOrder;WS01;OR06370;P00092;
StartOrder;WS01;OR05788;
PickOrder;WS01;OR05788;P00187;
PickOrder;WS01;OR05788;P00187;
RemoveProduct;WS01;P00092;
AssignProduct;WS01;P00103;
PickOrder;WS01;OR05788;P00103;
PickOrder;WS01;OR05788;P00103;
StartOrder;WS01;OR03550;
PickOrder;WS01;OR03550;P00103;
RemoveProduct;WS01;P00103;
AssignProduct;WS01;P00493;
PickOrder;WS01;OR03550;P00493;
StartOrder;WS01;OR04001;
PickOrder;WS01;OR04001;P00493;
PickOrder;WS01;OR04001;P00455;
PickOrder;WS01;OR04001;P00493;
StartOrder;WS01;OR08187;
PickOrder;WS01;OR08187;P00493;
PickOrder;WS01;OR08187;P00493;
RemoveProduct;WS01;P00187;
AssignProduct;WS01;P00324;
PickOrder;WS01;OR08187;P00324;
PickOrder;WS01;OR08187;P00324;
StartOrder;WS01;OR04791;
PickOrder;WS01;OR04791;P00455;
PickOrder;WS01;OR04791;P00455;
PickOrder;WS01;OR04791;P00455;
RemoveProduct;WS01;P00324;
AssignProduct;WS01;P00409;
PickOrder;WS01;OR04791;P00409;
StartOrder;WS01;OR03996;
PickOrder;WS01;OR03996;P00409;
PickOrder;WS01;OR03996;P00455;
PickOrder;WS01;OR03996;P00409;
PickOrder;WS01;OR03996;P00455;
RemoveProduct;WS01;P00409;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR03996;P00206;
PickOrder;WS01;OR03996;P00206;
StartOrder;WS01;OR01207;
PickOrder;WS01;OR01207;P00206;
PickOrder;WS01;OR01207;P00493;
PickOrder;WS01;OR01207;P00206;
PickOrder;WS01;OR01207;P00493;
StartOrder;WS01;OR02395;
PickOrder;WS01;OR02395;P00206;
PickOrder;WS01;OR02395;P00455;
PickOrder;WS01;OR02395;P00206;
RemoveProduct;WS01;P00455;
AssignProduct;WS01;P00215;
PickOrder;WS01;OR02395;P00215;
PickOrder;WS01;OR02395;P00215;
PickOrder;WS01;OR02395;P00215;
StartOrder;WS01;OR01976;
PickOrder;WS01;OR01976;P00215;
PickOrder;WS01;OR01976;P00206;
PickOrder;WS01;OR01976;P00215;
PickOrder;WS01;OR01976;P00215;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00338;
PickOrder;WS01;OR01976;P00338;
StartOrder;WS01;OR07551;
PickOrder;WS01;OR07551;P00215;
PickOrder;WS01;OR07551;P00215;
RemoveProduct;WS01;P00215;
AssignProduct;WS01;P00342;
PickOrder;WS01;OR07551;P00342;
StartOrder;WS01;OR00329;
RemoveProduct;WS01;P00338;
AssignProduct;WS01;P00332;
PickOrder;WS01;OR00329;P00332;
StartOrder;WS01;OR02189;
PickOrder;WS01;OR02189;P00332;
PickOrder;WS01;OR02189;P00332;
StartOrder;WS01;OR09525;
RemoveProduct;WS01;P00332;
AssignProduct;WS01;P00032;
PickOrder;WS01;OR09525;P00032;
StartOrder;WS01;OR07311;
PickOrder;WS01;OR07311;P00032;
StartOrder;WS01;OR06129;
PickOrder;WS01;OR06129;P00032;
PickOrder;WS01;OR06129;P00032;
RemoveProduct;WS01;P00342;
AssignProduct;WS01;P00393;
PickOrder;WS01;OR06129;P00393;
StartOrder;WS01;OR01832;
PickOrder;WS01;OR01832;P00032;
PickOrder;WS01;OR01832;P00032;
RemoveProduct;WS01;P00032;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR01832;P00206;
PickOrder;WS01;OR01832;P00206;
StartOrder;WS01;OR04980;
PickOrder;WS01;OR04980;P00206;
PickOrder;WS01;OR04980;P00206;
PickOrder;WS01;OR04980;P00206;
RemoveProduct;WS01;P00393;
AssignProduct;WS01;P00155;
PickOrder;WS01;OR04980;P00155;
PickOrder;WS01;OR04980;P00155;
StartOrder;WS01;OR08253;
PickOrder;WS01;OR08253;P00206;
PickOrder;WS01;OR08253;P00206;
PickOrder;WS01;OR08253;P00206;
RemoveProduct;WS01;P00155;
AssignProduct;WS01;P00478;
PickOrder;WS01;OR08253;P00478;
PickOrder;WS01;OR08253;P00478;
StartOrder;WS01;OR04547;
PickOrder;WS01;OR04547;P00478;
PickOrder;WS01;OR04547;P00206;
PickOrder;WS01;OR04547;P00206;
StartOrder;WS01;OR08140;
PickOrder;WS01;OR08140;P00478;
PickOrder;WS01;OR08140;P00478;
RemoveProduct;WS01;P00478;
AssignProduct;WS01;P00043;
PickOrder;WS01;OR08140;P00043;
StartOrder;WS01;OR04428;
PickOrder;WS01;OR04428;P00206;
PickOrder;WS01;OR04428;P00206;
PickOrder;WS01;OR04428;P00206;
PickOrder;WS01;OR04428;P00206;
RemoveProduct;WS01;P00043;
AssignProduct;WS01;P00163;
PickOrder;WS01;OR04428;P00163;
StartOrder;WS01;OR03810;
PickOrder;WS01;OR03810;P00206;
PickOrder;WS01;OR03810;P00206;
RemoveProduct;WS01;P00163;
AssignProduct;WS01;P00177;
PickOrder;WS01;OR03810;P00177;
PickOrder;WS01;OR03810;P00177;
PickOrder;WS01;OR03810;P00177;
StartOrder;WS01;OR08170;
PickOrder;WS01;OR08170;P00206;
PickOrder;WS01;OR08170;P00206;
PickOrder;WS01;OR08170;P00206;
RemoveProduct;WS01;P00177;
AssignProduct;WS01;P00353;
PickOrder;WS01;OR08170;P00353;
PickOrder;WS01;OR08170;P00353;
PickOrder;WS01;OR08170;P00353;
StartOrder;WS01;OR03179;
PickOrder;WS01;OR03179;P00206;
RemoveProduct;WS01;P00353;
AssignProduct;WS01;P00401;
PickOrder;WS01;OR08091;P00401;
StartOrder;WS01;OR00200;
PickOrder;WS01;OR00200;P00206;
RemoveProduct;WS01;P00401;
AssignProduct;WS01;P00202;
PickOrder;WS01;OR00200;P00202;
StartOrder;WS01;OR05398;
PickOrder;WS01;OR05398;P00206;
PickOrder;WS01;OR05398;P00202;
PickOrder;WS01;OR05398;P00202;
StartOrder;WS01;OR06342;
PickOrder;WS01;OR06342;P00206;
PickOrder;WS01;OR06342;P00206;
RemoveProduct;WS01;P00202;
AssignProduct;WS01;P00132;
PickOrder;WS01;OR06342;P00132;
PickOrder;WS01;OR06342;P00132;
StartOrder;WS01;OR04142;
PickOrder;WS01;OR04142;P00206;
PickOrder;WS01;OR04142;P00206;
RemoveProduct;WS01;P00132;
AssignProduct;WS01;P00281;
PickOrder;WS01;OR04142;P00281;
PickOrder;WS01;OR04142;P00281;
PickOrder;WS01;OR04142;P00281;
StartOrder;WS01;OR01889;
PickOrder;WS01;OR01889;P00281;
PickOrder;WS01;OR01889;P00281;
RemoveProduct;WS01;P00281;
AssignProduct;WS01;P00149;
PickOrder;WS01;OR01889;P00149;
StartOrder;WS01;OR08607;
PickOrder;WS01;OR08607;P00149;
PickOrder;WS01;OR08607;P00149;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00072;
PickOrder;WS01;OR08607;P00072;
PickOrder;WS01;OR08607;P00072;
StartOrder;WS01;OR00193;
PickOrder;WS01;OR00193;P00149;
RemoveProduct;WS01;P00072;
AssignProduct;WS01;P00464;
PickOrder;WS01;OR00193;P00464;
StartOrder;WS01;OR01838;
RemoveProduct;WS01;P00149;
AssignProduct;WS01;P00203;
PickOrder;WS01;OR01838;P00203;
StartOrder;WS01;OR05533;
PickOrder;WS01;OR05533;P00203;
PickOrder;WS01;OR05533;P00203;
StartOrder;WS01;OR09565;
PickOrder;WS01;OR09565;P00203;
StartOrder;WS01;OR01411;
PickOrder;WS01;OR01411;P00203;
PickOrder;WS01;OR01411;P00203;
RemoveProduct;WS01;P00464;
AssignProduct;WS01;P00164;
PickOrder;WS01;OR01411;P00164;
StartOrder;WS01;OR02857;
PickOrder;WS01;OR02857;P00203;
PickOrder;WS01;OR02857;P00203;
PickOrder;WS01;OR02857;P00203;
RemoveProduct;WS01;P00164;
AssignProduct;WS01;P00225;
PickOrder;WS01;OR02857;P00225;
PickOrder;WS01;OR02857;P00225;
PickOrder;WS01;OR02857;P00225;
StartOrder;WS01;OR04168;
PickOrder;WS01;OR04168;P00225;
RemoveProduct;WS01;P00203;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR04168;P00206;
StartOrder;WS01;OR03900;
PickOrder;WS01;OR03900;P00225;
PickOrder;WS01;OR03900;P00225;
PickOrder;WS01;OR03900;P00206;
PickOrder;WS01;OR03900;P00206;
PickOrder;WS01;OR03900;P00206;
StartOrder;WS01;OR05158;
PickOrder;WS01;OR05158;P00225;
PickOrder;WS01;OR05158;P00206;
PickOrder;WS01;OR05158;P00206;
PickOrder;WS01;OR05158;P00225;
RemoveProduct;WS01;P00225;
AssignProduct;WS01;P00298;
PickOrder;WS01;OR05158;P00298;
PickOrder;WS01;OR05158;P00298;
StartOrder;WS01;OR01798;
PickOrder;WS01;OR01798;P00298;
RemoveProduct;WS01;P00298;
AssignProduct;WS01;P00086;
PickOrder;WS01;OR01798;P00086;
PickOrder;WS01;OR01798;P00086;
PickOrder;WS01;OR01798;P00086;
StartOrder;WS01;OR01441;
PickOrder;WS01;OR01441;P00206;
PickOrder;WS01;OR01441;P00086;
PickOrder;WS01;OR01441;P00086;
PickOrder;WS01;OR01441;P00206;
StartOrder;WS01;OR01560;
PickOrder;WS01;OR01560;P00206;
PickOrder;WS01;OR01560;P00206;
PickOrder;WS01;OR01560;P00206;
PickOrder;WS01;OR01560;P00206;
PickOrder;WS01;OR01560;P00206;
PickOrder;WS01;OR01560;P00086;
PickOrder;WS01;OR01560;P00086;
PickOrder;WS01;OR01560;P00206;
StartOrder;WS01;OR05196;
PickOrder;WS01;OR05196;P00086;
RemoveProduct;WS01;P00086;
AssignProduct;WS01;P00058;
PickOrder;WS01;OR05196;P00058;
StartOrder;WS01;OR09629;
PickOrder;WS01;OR09629;P00206;
PickOrder;WS01;OR09629;P00206;
RemoveProduct;WS01;P00058;
AssignProduct;WS01;P00030;
PickOrder;WS01;OR09629;P00030;
StartOrder;WS01;OR01063;
PickOrder;WS01;OR01063;P00030;
StartOrder;WS01;OR05616;
PickOrder;WS01;OR05616;P00206;
PickOrder;WS01;OR05616;P00206;
PickOrder;WS01;OR05616;P00206;
RemoveProduct;WS01;P00030;
AssignProduct;WS01;P00291;
PickOrder;WS01;OR05616;P00291;
PickOrder;WS01;OR05616;P00291;
StartOrder;WS01;OR00370;
PickOrder;WS01;OR00370;P00291;
PickOrder;WS01;OR00370;P00291;
PickOrder;WS01;OR00370;P00206;
StartOrder;WS01;OR08678;
PickOrder;WS01;OR08678;P00206;
PickOrder;WS01;OR08678;P00291;
RemoveProduct;WS01;P00291;
AssignProduct;WS01;P00383;
PickOrder;WS01;OR08678;P00383;
StartOrder;WS01;OR05292;
PickOrder;WS01;OR05292;P00383;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00372;
PickOrder;WS01;OR05292;P00372;
PickOrder;WS01;OR05292;P00372;
PickOrder;WS01;OR05292;P00372;
StartOrder;WS01;OR06160;
PickOrder;WS01;OR06160;P00372;
RemoveProduct;WS01;P00372;
AssignProduct;WS01;P00404;
PickOrder;WS01;OR06160;P00404;
StartOrder;WS01;OR03828;
PickOrder;WS01;OR03828;P00383;
PickOrder;WS01;OR03828;P00383;
PickOrder;WS01;OR03828;P00383;
RemoveProduct;WS01;P00383;
AssignProduct;WS01;P00308;
PickOrder;WS01;OR03828;P00308;
StartOrder;WS01;OR04728;
PickOrder;WS01;OR04728;P00308;
RemoveProduct;WS01;P00308;
AssignProduct;WS01;P00336;
PickOrder;WS01;OR04728;P00336;
PickOrder;WS01;OR04728;P00336;
PickOrder;WS01;OR04728;P00336;
StartOrder;WS01;OR05493;
PickOrder;WS01;OR05493;P00336;
PickOrder;WS01;OR05493;P00336;
RemoveProduct;WS01;P00404;
AssignProduct;WS01;P00424;
PickOrder;WS01;OR05493;P00424;
StartOrder;WS01;OR04340;
PickOrder;WS01;OR04340;P00336;
PickOrder;WS01;OR04340;P00336;
RemoveProduct;WS01;P00336;
AssignProduct;WS01;P00472;
PickOrder;WS01;OR04340;P00472;
PickOrder;WS01;OR04340;P00472;
StartOrder;WS01;OR05452;
PickOrder;WS01;OR05452;P00472;
PickOrder;WS01;OR05452;P00472;
PickOrder;WS01;OR05452;P00472;
RemoveProduct;WS01;P00424;
AssignProduct;WS01;P00218;
PickOrder;WS01;OR05452;P00218;
StartOrder;WS01;OR09555;
PickOrder;WS01;OR09555;P00472;
PickOrder;WS01;OR09555;P00472;
RemoveProduct;WS01;P00218;
AssignProduct;WS01;P00345;
PickOrder;WS01;OR09555;P00345;
PickOrder;WS01;OR09555;P00345;
StartOrder;WS01;OR05820;
PickOrder;WS01;OR05820;P00345;
PickOrder;WS01;OR05820;P00472;
PickOrder;WS01;OR05820;P00472;
PickOrder;WS01;OR05820;P00472;
RemoveProduct;WS01;P00345;
AssignProduct;WS01;P00080;
PickOrder;WS01;OR05820;P00080;
PickOrder;WS01;OR05820;P00080;
PickOrder;WS01;OR05820;P00080;
StartOrder;WS01;OR07046;
PickOrder;WS01;OR07046;P00472;
PickOrder;WS01;OR07046;P00472;
PickOrder;WS01;OR07046;P00472;
RemoveProduct;WS01;P00080;
AssignProduct;WS01;P00307;
PickOrder;WS01;OR07046;P00307;
StartOrder;WS01;OR03427;
PickOrder;WS01;OR03427;P00307;
PickOrder;WS01;OR03427;P00472;
StartOrder;WS01;OR05324;
PickOrder;WS01;OR05324;P00472;
PickOrder;WS01;OR05324;P00472;
PickOrder;WS01;OR05324;P00472;
RemoveProduct;WS01;P00307;
AssignProduct;WS01;P00223;
PickOrder;WS01;OR05324;P00223;
StartOrder;WS01;OR08260;
PickOrder;WS01;OR08260;P00472;
PickOrder;WS01;OR08260;P00472;
PickOrder;WS01;OR08260;P00472;
PickOrder;WS01;OR08260;P00472;
PickOrder;WS01;OR08260;P00472;
RemoveProduct;WS01;P00223;
AssignProduct;WS01;P00238;
PickOrder;WS01;OR08260;P00238;
PickOrder;WS01;OR08260;P00238;
StartOrder;WS01;OR03098;
PickOrder;WS01;OR03098;P00472;
RemoveProduct;WS01;P00238;
AssignProduct;WS01;P00106;
PickOrder;WS01;OR03098;P00106;
StartOrder;WS01;OR05044;
PickOrder;WS01;OR05044;P00106;
PickOrder;WS01;OR05044;P00472;
PickOrder;WS01;OR05044;P00106;
PickOrder;WS01;OR05044;P00106;
PickOrder;WS01;OR05044;P00472;
StartOrder;WS01;OR03614;
PickOrder;WS01;OR03614;P00106;
PickOrder;WS01;OR03614;P00472;
RemoveProduct;WS01;P00106;
AssignProduct;WS01;P00455;
PickOrder;WS01;OR03614;P00455;
StartOrder;WS01;OR04048;
PickOrder;WS01;OR04048;P00472;
PickOrder;WS01;OR04048;P00455;
PickOrder;WS01;OR04048;P00472;
PickOrder;WS01;OR04048;P00472;
PickOrder;WS01;OR04048;P00455;
PickOrder;WS01;OR04048;P00455;
RemoveProduct;WS01;P00493;
AssignProduct;WS01;P00368;
PickOrder;WS01;OR04048;P00368;
StartOrder;WS01;OR01714;
PickOrder;WS01;OR01714;P00368;
PickOrder;WS01;OR01714;P00472;
PickOrder;WS01;OR01714;P00472;
PickOrder;WS01;OR01714;P00368;
PickOrder;WS01;OR01714;P00472;
PickOrder;WS01;OR01714;P00368;
PickOrder;WS01;OR01714;P00472;
StartOrder;WS01;OR02730;
PickOrder;WS01;OR02730;P00472;
PickOrder;WS01;OR02730;P00368;
PickOrder;WS01;OR02730;P00472;
StartOrder;WS01;OR09734;
PickOrder;WS01;OR09734;P00455;
PickOrder;WS01;OR09734;P00472;
PickOrder;WS01;OR09734;P00472;
PickOrder;WS01;OR09734;P00472;
PickOrder;WS01;OR09734;P00472;
PickOrder;WS01;OR09734;P00455;
RemoveProduct;WS01;P00368;
AssignProduct;WS01;P00029;
PickOrder;WS01;OR09734;P00029;
StartOrder;WS01;OR05049;
PickOrder;WS01;OR05049;P00455;
PickOrder;WS01;OR05049;P00455;
PickOrder;WS01;OR05049;P00029;
PickOrder;WS01;OR05049;P00472;
PickOrder;WS01;OR05049;P00472;
PickOrder;WS01;OR05049;P00029;
StartOrder;WS01;OR05978;
PickOrder;WS01;OR05978;P00472;
PickOrder;WS01;OR05978;P00455;
PickOrder;WS01;OR05978;P00455;
PickOrder;WS01;OR05978;P00455;
PickOrder;WS01;OR05978;P00455;
RemoveProduct;WS01;P00029;
AssignProduct;WS01;P00068;
PickOrder;WS01;OR05978;P00068;
PickOrder;WS01;OR05978;P00068;
PickOrder;WS01;OR05978;P00068;
StartOrder;WS01;OR01637;
PickOrder;WS01;OR01637;P00068;
PickOrder;WS01;OR01637;P00472;
PickOrder;WS01;OR01637;P00455;
PickOrder;WS01;OR01637;P00472;
PickOrder;WS01;OR01637;P00472;
PickOrder;WS01;OR01637;P00455;
StartOrder;WS01;OR06171;
PickOrder;WS01;OR06171;P00455;
PickOrder;WS01;OR06171;P00472;
PickOrder;WS01;OR06171;P00455;
PickOrder;WS01;OR06171;P00455;
RemoveProduct;WS01;P00472;
AssignProduct;WS01;P00059;
PickOrder;WS01;OR06171;P00059;
StartOrder;WS01;OR04005;
PickOrder;WS01;OR04005;P00455;
PickOrder;WS01;OR04005;P00455;
PickOrder;WS01;OR04005;P00455;
PickOrder;WS01;OR04005;P00068;
RemoveProduct;WS01;P00059;
AssignProduct;WS01;P00218;
PickOrder;WS01;OR04005;P00218;
PickOrder;WS01;OR04005;P00218;
StartOrder;WS01;OR01163;
PickOrder;WS01;OR01163;P00455;
PickOrder;WS01;OR01163;P00455;
PickOrder;WS01;OR01163;P00455;
RemoveProduct;WS01;P00068;
AssignProduct;WS01;P00275;
PickOrder;WS01;OR01163;P00275;
PickOrder;WS01;OR01163;P00275;
StartOrder;WS01;OR06089;
PickOrder;WS01;OR06089;P00455;
PickOrder;WS01;OR06089;P00275;
PickOrder;WS01;OR06089;P00455;
PickOrder;WS01;OR06089;P00455;
RemoveProduct;WS01;P00218;
AssignProduct;WS01;P00155;
PickOrder;WS01;OR06089;P00155;
PickOrder;WS01;OR06089;P00155;
PickOrder;WS01;OR06089;P00155;
StartOrder;WS01;OR05311;
PickOrder;WS01;OR05311;P00455;
PickOrder;WS01;OR05311;P00455;
RemoveProduct;WS01;P00155;
AssignProduct;WS01;P00354;
PickOrder;WS01;OR05311;P00354;
PickOrder;WS01;OR05311;P00354;
StartOrder;WS01;OR07536;
PickOrder;WS01;OR07536;P00455;
PickOrder;WS01;OR07536;P00455;
RemoveProduct;WS01;P00275;
AssignProduct;WS01;P00414;
PickOrder;WS01;OR07536;P00414;
StartOrder;WS01;OR05520;
PickOrder;WS01;OR05520;P00455;
PickOrder;WS01;OR05520;P00455;
PickOrder;WS01;OR05520;P00414;
StartOrder;WS01;OR08271;
PickOrder;WS01;OR08271;P00455;
PickOrder;WS01;OR08271;P00455;
PickOrder;WS01;OR08271;P00455;
RemoveProduct;WS01;P00354;
AssignProduct;WS01;P00178;
PickOrder;WS01;OR08271;P00178;
PickOrder;WS01;OR08271;P00178;
StartOrder;WS01;OR00018;
PickOrder;WS01;OR00018;P00455;
PickOrder;WS01;OR00018;P00178;
PickOrder;WS01;OR00018;P00178;
PickOrder;WS01;OR00018;P00178;
StartOrder;WS01;OR02686;
PickOrder;WS01;OR02686;P00455;
RemoveProduct;WS01;P00178;
AssignProduct;WS01;P00221;
PickOrder;WS01;OR02686;P00221;
PickOrder;WS01;OR02686;P00221;
StartOrder;WS01;OR05386;
PickOrder;WS01;OR05386;P00455;
RemoveProduct;WS01;P00221;
AssignProduct;WS01;P00478;
PickOrder;WS01;OR05386;P00478;
PickOrder;WS01;OR05386;P00478;
PickOrder;WS01;OR05386;P00478;
StartOrder;WS01;OR07851;
PickOrder;WS01;OR07851;P00455;
RemoveProduct;WS01;P00414;
AssignProduct;WS01;P00116;
PickOrder;WS01;OR07851;P00116;
PickOrder;WS01;OR07851;P00116;
StartOrder;WS01;OR05751;
PickOrder;WS01;OR05751;P00455;
RemoveProduct;WS01;P00116;
AssignProduct;WS01;P00183;
PickOrder;WS01;OR05751;P00183;
StartOrder;WS01;OR00508;
PickOrder;WS01;OR00508;P00455;
PickOrder;WS01;OR00508;P00455;
RemoveProduct;WS01;P00183;
AssignProduct;WS01;P00001;
PickOrder;WS01;OR00508;P00001;
StartOrder;WS01;OR04493;
PickOrder;WS01;OR04493;P00001;
RemoveProduct;WS01;P00001;
AssignProduct;WS01;P00467;
PickOrder;WS01;OR04493;P00467;
StartOrder;WS01;OR04608;
PickOrder;WS01;OR04608;P00455;
